,0,1,2
0,-1.607088863501878,0.9776368140355205,-1.4385653843197266
1,-1.9278797034864374,1.9135096913420557,-0.3553322382889741
2,-1.5351862071897777,-0.575798220305367,-1.2922710765499426
3,-2.2956167056918373,-0.10964893936012272,0.7010570849867811
4,-2.3329721131753947,1.0138117828800577,-0.639852312367113
5,-0.807731113469192,-1.572236931489705,2.6865077301726252
6,-1.4212044139367233,0.267785293083558,-1.4418258405788715
7,0.2596536103188225,3.8072190414472695,-0.670920560962063
8,-1.0005333470191873,1.8898342244793975,-1.3465969266367064
9,-2.0577105756064777,-2.3630199093764244,0.5427386505039332
10,-0.9380408279533264,-0.7903827232114031,0.4307366134713014
11,1.373072840647308,1.758141966601495,-0.6225141168212696
12,-1.8167001504866533,-0.2985532009716175,0.5838392056602043
13,0.2580570750688815,2.1923112366902404,-0.887760979716098
14,-1.628229756756928,0.5618252746644047,0.7325349688487085
15,-2.0034979154216206,1.3497338704450659,-0.2864371588089296
16,-0.9084638969784243,1.5968063409279323,-0.4842894705165002
17,-1.0775748769433597,0.5407267025150819,-0.15000462336606507
18,-2.193349123365215,0.7191683131957177,-0.4139892861694796
19,-1.1435904900449576,0.7205616931695404,-0.13028642972815518
20,-1.9125507260316408,-0.2902020342880731,-1.3647865569900033
21,-1.0135632407069597,-0.5672381927428266,0.7592565433097425
22,-2.7713157219072753,-0.35780021932812267,-0.4429873018227245
23,0.5975345065739013,2.7852295864070156,-0.5325032724618559
24,-2.0676946157395912,-0.9564871397564839,0.5033841931094474
25,-1.8342633785764055,1.0077220985719093,0.5033468646714453
26,-1.1895415567138368,1.6407493586337867,-0.7485496469265557
27,-1.726440538417265,0.34619498515539837,-1.180991130573574
28,-0.14010411679690266,2.992309750923102,-1.110700867085242
29,-1.788006272738359,0.36184601147728357,-0.7613045850805477
30,-0.5093604145778492,-0.6382551522919718,0.05661943780788834
31,-0.7510572115380639,1.8752263554456081,-1.486854834558474
32,-0.40174139172310014,0.8660930300496513,-1.278306463770187
33,-2.3897971609428157,0.592990067243841,-0.23722689785457313
34,-1.1725079060787447,3.209562053981967,-0.11224069715774024
35,-1.8689816982775669,1.1500437094070395,-1.780149736942685
36,-1.9700677996447522,1.5625623146972605,-0.1258261262850572
37,-1.1869240187377301,0.3964097092387853,1.364629769941546
38,-1.5381909962431586,3.0128030955472282,0.08939366193033332
39,-1.5874271417190433,0.6350527020160127,-1.1222456948388055
40,-2.1657983532092886,0.4555307589402722,-1.6633701246292785
41,-1.632311411941498,0.8019276160993182,-0.6772691346255914
42,-2.2390447195759546,-0.4513898830249391,-0.07042248824508802
43,-1.7350280094578372,0.5638229997178686,0.14239262208158726
44,-0.8242281649970915,1.4811534986501518,-0.3725004497077093
45,-1.7916608201167163,1.4852443579262555,-1.0497181985037503
46,-1.8704243755599708,0.4286863160971381,-0.36670301962905366
47,-1.6377169171244126,2.4913782209626167,1.2649982929099626
48,-1.3300160265721097,1.2364243985309904,0.007519676332645497
49,-2.2394268520100926,0.727240027763717,0.6643298784208416
50,-0.3953520990139628,-1.3346224389335641,-0.8729106604006849
51,-2.6780904726112946,2.647438770707111,1.8767891071847584
52,0.08633396950035291,1.3039964510483715,1.3716374028748544
53,-0.7534526925218231,1.4286911326958998,-0.35408967610367026
