,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
14023,0.768,0.48,5,-10.302,1,0.0285,0.43,0.00622,0.115,0.643,106.157,4
14024,0.423,0.132,2,-17.136,1,0.0332,0.838,0.0,0.0789,0.133,98.476,4
14025,0.581,0.388,7,-15.606,1,0.0294,0.429,0.239,0.115,0.674,120.01,4
14028,0.705,0.402,5,-14.231,1,0.0407,0.539,0.386,0.119,0.81,78.072,4
14029,0.835,0.586,9,-7.253,0,0.0836,0.286,0.0184,0.0454,0.547,120.023,4
14032,0.545,0.539,7,-13.754,1,0.0314,0.365,0.0112,0.111,0.458,108.744,4
14033,0.333,0.406,4,-10.915,1,0.0317,0.037,0.0541,0.137,0.0606,162.104,4
14034,0.685,0.718,7,-6.709,1,0.115,0.681,0.000199,0.218,0.156,100.324,4
14035,0.437,0.122,2,-19.641,1,0.0375,0.503,0.0,0.0971,0.464,140.111,3
14038,0.321,0.562,5,-8.368,0,0.0648,0.00406,0.571,0.157,0.473,88.923,4
14039,0.311,0.281,9,-14.462,0,0.0279,0.108,0.0,0.248,0.271,148.081,4
14043,0.404,0.189,1,-19.332,1,0.0312,0.864,0.0446,0.293,0.113,86.068,1
14045,0.451,0.772,9,-3.93,1,0.0307,0.0112,0.0,0.259,0.351,140.959,4
14047,0.561,0.448,9,-12.159,0,0.0269,0.104,0.00052,0.228,0.466,141.999,4
14048,0.695,0.381,7,-8.907,1,0.0383,0.961,0.000812,0.345,0.658,109.822,4
14049,0.379,0.66,4,-6.607,0,0.0284,0.156,0.0,0.187,0.645,168.205,3
14050,0.471,0.27,5,-13.089,1,0.0283,0.0158,0.811,0.0712,0.0764,75.657,4
14053,0.382,0.693,10,-3.827,1,0.0306,0.261,0.0,0.116,0.205,150.058,4
14054,0.207,0.125,9,-20.706,1,0.0514,0.982,0.636,0.686,0.0733,62.475,4
14055,0.103,0.204,4,-15.086,1,0.0362,0.773,0.946,0.0947,0.0393,181.95,4
14056,0.517,0.47,7,-14.082,1,0.0279,0.529,0.681,0.11,0.324,76.305,4
14059,0.59,0.379,9,-10.193,0,0.028,0.884,3.56e-05,0.106,0.266,109.043,4
14060,0.545,0.28,2,-9.302,1,0.0313,0.788,8.78e-05,0.0703,0.188,116.109,4
14061,0.342,0.79,4,-12.265,1,0.0318,7.23e-05,0.901,0.21,0.962,77.18,4
14062,0.442,0.113,11,-14.654,1,0.0409,0.98,0.0125,0.0408,0.253,138.763,4
14064,0.386,0.00361,8,-42.002,1,0.0456,0.891,0.903,0.138,0.0394,120.078,3
14065,0.487,0.597,7,-10.627,1,0.0265,0.063,0.288,0.246,0.34,144.939,4
14066,0.445,0.184,4,-17.651,0,0.0409,0.837,0.0122,0.106,0.142,122.062,4
14068,0.484,0.177,7,-19.571,1,0.0344,0.975,0.0339,0.111,0.519,90.172,4
14069,0.473,0.336,11,-11.909,0,0.0314,0.668,0.101,0.0839,0.107,130.952,5
14071,0.407,0.401,0,-12.928,1,0.0387,0.728,0.0,0.0814,0.4,197.706,4
14072,0.526,0.167,7,-22.334,1,0.0322,0.812,0.841,0.154,0.106,86.356,4
14073,0.42,0.27,1,-14.396,1,0.0326,0.777,0.862,0.1,0.136,99.823,4
14076,0.48,0.415,7,-12.778,1,0.0369,0.0756,0.427,0.142,0.331,130.464,4
14080,0.316,0.362,9,-12.794,0,0.0333,0.764,0.00979,0.112,0.165,96.849,4
14082,0.481,0.21,4,-23.351,0,0.0639,0.657,0.879,0.111,0.0376,116.476,4
14083,0.496,0.61,9,-10.189,1,0.0768,0.745,0.0115,0.0969,0.687,113.176,4
14084,0.363,0.342,0,-19.888,1,0.0403,0.8,0.892,0.113,0.282,152.017,4
14085,0.52,0.523,7,-10.44,1,0.0288,0.0104,0.00868,0.0669,0.508,92.583,4
14086,0.507,0.224,3,-14.455,1,0.0348,0.494,0.142,0.116,0.44,87.586,4
14087,0.44,0.0462,9,-23.452,1,0.052,0.978,6.9e-05,0.138,0.206,122.816,4
14089,0.419,0.725,9,-5.754,1,0.0328,0.00892,0.0124,0.0928,0.206,147.858,4
14091,0.57,0.195,10,-10.679,1,0.0331,0.066,0.000616,0.0937,0.397,117.084,3
14093,0.73,0.0685,7,-14.112,1,0.0405,0.969,0.00807,0.11,0.418,125.211,3
14095,0.243,0.236,7,-15.263,1,0.0346,0.853,0.944,0.0889,0.237,152.812,4
14096,0.308,0.161,2,-12.464,0,0.0397,0.333,0.00605,0.182,0.0667,186.687,3
14097,0.467,0.537,3,-8.821,1,0.032,0.507,7.36e-05,0.104,0.494,154.896,4
14098,0.629,0.3,5,-10.506,0,0.416,0.605,0.0143,0.0824,0.295,73.151,4
14100,0.347,0.0781,5,-17.693,1,0.037,0.859,0.0,0.247,0.227,79.614,3
14105,0.401,0.098,4,-15.391,1,0.0381,0.957,0.000201,0.102,0.157,88.076,4
14107,0.609,0.802,2,-6.854,1,0.0366,0.0144,0.00322,0.368,0.335,97.099,4
14108,0.409,0.467,0,-12.06,0,0.0283,0.769,0.000714,0.318,0.152,80.024,4
14109,0.493,0.165,0,-15.231,1,0.0335,0.61,0.000233,0.088,0.102,79.603,4
14110,0.642,0.753,3,-3.238,0,0.246,0.363,0.0,0.112,0.698,82.375,4
14112,0.639,0.585,2,-8.832,1,0.0275,0.236,0.129,0.152,0.472,147.294,4
14114,0.535,0.293,9,-11.587,0,0.0361,0.769,0.0048,0.312,0.155,125.211,3
14115,0.425,0.0232,11,-21.946,1,0.0372,0.633,2.05e-06,0.111,0.152,124.708,4
14116,0.49,0.0614,7,-19.436,1,0.0538,0.929,0.904,0.105,0.136,170.089,3
14118,0.699,0.0429,9,-23.85,0,0.066,0.868,0.825,0.114,0.529,105.336,4
14119,0.792,0.494,0,-12.425,1,0.115,0.0352,0.00282,0.0513,0.647,97.635,4
14122,0.68,0.192,1,-21.276,1,0.0346,0.845,0.549,0.114,0.38,89.94,3
14123,0.66,0.155,5,-11.498,1,0.0539,0.853,0.0,0.103,0.576,73.28,4
14125,0.247,0.692,0,-11.982,1,0.0356,0.296,0.829,0.126,0.686,90.622,4
14126,0.297,0.273,3,-12.081,1,0.028,0.73,0.0744,0.118,0.225,86.301,4
14128,0.572,0.492,10,-9.69,0,0.0401,0.842,0.906,0.132,0.4,79.991,4
14129,0.593,0.391,2,-7.456,0,0.0322,0.591,0.00801,0.192,0.175,94.013,4
14133,0.597,0.0993,2,-14.912,0,0.0553,0.969,0.281,0.119,0.141,117.098,4
14135,0.29,0.227,9,-12.793,0,0.0332,0.948,0.259,0.243,0.0467,80.899,4
14136,0.285,0.181,9,-21.109,1,0.0333,0.94,0.0874,0.106,0.118,150.86,3
14137,0.463,0.351,10,-10.797,1,0.0266,0.819,0.0,0.123,0.274,85.57,4
14138,0.629,0.55,0,-8.876,0,0.0295,0.0844,0.00485,0.229,0.209,112.056,4
14139,0.569,0.107,2,-16.948,1,0.0325,0.977,0.0254,0.109,0.207,81.487,4
14141,0.102,0.0917,10,-17.681,0,0.0353,0.969,0.964,0.114,0.051,85.303,4
14143,0.322,0.947,10,-12.536,0,0.707,0.832,0.226,0.669,0.506,134.272,5
14144,0.229,0.35,6,-13.577,0,0.0352,0.407,0.472,0.144,0.098,78.423,3
14148,0.688,0.0794,7,-17.189,1,0.0504,0.964,0.000188,0.0774,0.328,146.18,4
14149,0.733,0.113,3,-17.941,1,0.0518,0.99,0.19,0.0966,0.811,126.644,4
14151,0.814,0.459,0,-7.607,1,0.446,0.314,0.0,0.08,0.338,85.024,4
14152,0.742,0.447,10,-8.359,1,0.0765,0.363,0.389,0.101,0.81,169.911,4
14153,0.341,0.129,2,-11.584,1,0.0304,0.963,0.0019,0.104,0.0927,139.964,4
14155,0.442,0.0191,0,-23.396,1,0.0403,0.895,9.39e-06,0.115,0.319,104.734,4
14156,0.23,0.0896,0,-19.819,0,0.0331,0.983,0.914,0.103,0.0381,142.713,3
14157,0.0661,0.146,9,-15.524,0,0.0389,0.944,0.954,0.153,0.0353,75.137,4
14158,0.418,0.432,1,-14.594,0,0.0686,0.559,0.0418,0.107,0.541,78.052,4
14159,0.608,0.621,4,-10.195,1,0.0397,0.0777,0.773,0.129,0.249,72.746,4
14160,0.435,0.752,7,-4.973,1,0.0417,0.122,3.54e-05,0.414,0.593,185.405,4
14161,0.576,0.669,4,-9.618,0,0.0456,0.518,0.499,0.184,0.267,87.479,4
14162,0.0818,0.191,4,-14.532,0,0.0358,0.976,0.867,0.134,0.0382,75.344,4
14163,0.833,0.665,2,-7.086,1,0.0744,0.152,4.44e-05,0.15,0.839,92.044,4
14164,0.332,0.0311,5,-28.322,1,0.0441,0.994,0.934,0.0879,0.0364,68.212,4
14165,0.489,0.137,0,-17.449,1,0.0389,0.934,0.000451,0.116,0.434,88.824,4
14166,0.298,0.482,6,-14.529,0,0.0305,0.552,0.957,0.278,0.0336,187.935,4
14167,0.875,0.191,2,-8.998,0,0.142,0.822,0.0,0.11,0.419,97.183,4
14168,0.341,0.166,11,-15.725,0,0.0391,0.986,0.0666,0.0959,0.272,135.486,4
14170,0.745,0.13,11,-21.185,0,0.0382,0.929,0.782,0.117,0.455,102.938,4
14172,0.367,0.173,0,-15.366,1,0.0318,0.83,0.00212,0.0779,0.0674,82.259,4
14173,0.582,0.5,7,-15.699,1,0.0746,0.000611,0.952,0.0682,0.699,122.689,4
14174,0.24,0.309,4,-15.137,1,0.03,0.381,8.89e-05,0.0812,0.255,178.133,4
14175,0.484,0.21,5,-13.437,1,0.0326,0.914,0.000391,0.107,0.293,122.723,4
14178,0.633,0.143,11,-15.375,1,0.0375,0.965,1.11e-05,0.109,0.382,114.131,4
14182,0.465,0.0627,1,-24.472,1,0.0494,0.985,0.909,0.107,0.215,105.126,4
14183,0.378,0.229,0,-9.29,1,0.0312,0.922,0.0,0.212,0.151,88.933,4
14188,0.485,0.0518,3,-17.478,0,0.0533,0.976,0.893,0.156,0.0575,112.425,4
14189,0.505,0.313,4,-16.619,0,0.0411,0.908,0.877,0.111,0.492,151.875,3
14190,0.491,0.222,1,-20.71,0,0.0958,0.0481,0.881,0.0612,0.12,156.087,4
14191,0.432,0.393,2,-14.736,1,0.0349,0.0796,0.399,0.17,0.417,125.096,4
14194,0.83,0.343,0,-13.712,1,0.0569,0.79,0.904,0.108,0.157,136.978,4
14196,0.506,0.651,7,-8.209,1,0.0395,0.0191,0.73,0.61,0.513,94.625,4
14198,0.54,0.251,4,-13.673,1,0.0262,0.865,1.36e-06,0.136,0.532,96.732,4
14200,0.504,0.587,0,-5.835,1,0.0284,0.641,3.02e-06,0.109,0.659,156.1,4
14201,0.241,0.359,3,-21.22,0,0.0495,0.949,0.806,0.253,0.117,160.305,5
14203,0.817,0.799,9,-6.542,0,0.104,0.426,0.0,0.503,0.71,116.333,4
14205,0.399,0.205,11,-15.457,1,0.0454,0.236,0.905,0.111,0.0391,106.971,4
14206,0.617,0.0386,10,-25.867,0,0.0411,0.922,0.0389,0.102,0.277,116.689,4
14207,0.343,0.245,0,-15.891,0,0.0335,0.924,0.938,0.31,0.0546,165.868,3
14208,0.271,0.103,3,-20.932,1,0.0428,0.981,0.489,0.0876,0.0996,98.046,3
14209,0.44,0.0541,6,-19.424,1,0.0373,0.925,0.12,0.116,0.0904,125.237,4
14210,0.446,0.196,0,-16.176,1,0.0318,0.887,0.811,0.111,0.104,108.795,4
14211,0.352,0.0996,3,-22.224,1,0.0341,0.98,0.939,0.101,0.187,76.97,3
14213,0.633,0.246,4,-13.333,1,0.031,0.87,0.128,0.103,0.0455,105.102,4
14214,0.193,0.243,5,-14.322,0,0.0349,0.255,0.893,0.67,0.032,74.986,4
14215,0.345,0.16,0,-16.492,1,0.0364,0.975,0.00251,0.082,0.301,77.711,4
14217,0.433,0.538,9,-7.906,0,0.0268,0.594,0.48,0.34,0.283,82.491,4
14219,0.783,0.314,9,-9.665,0,0.447,0.311,0.000169,0.096,0.591,169.466,4
14220,0.49,0.258,11,-15.728,1,0.046,0.894,0.931,0.099,0.301,98.802,4
14224,0.475,0.241,2,-13.934,1,0.0263,0.415,7.15e-05,0.0936,0.181,76.072,4
14225,0.451,0.191,5,-14.711,1,0.0357,0.719,8.94e-06,0.158,0.224,88.661,4
14226,0.633,0.383,0,-12.547,1,0.0398,0.382,0.943,0.118,0.55,101.01,4
14227,0.36,0.146,7,-19.634,1,0.0371,0.966,0.703,0.105,0.14,98.241,4
14228,0.245,0.24,2,-12.426,0,0.0349,0.901,0.907,0.105,0.0327,140.0,4
14232,0.347,0.0789,8,-18.28,1,0.0366,0.963,0.0218,0.108,0.164,110.032,3
14233,0.51,0.506,5,-13.327,1,0.0576,0.257,0.00409,0.117,0.709,143.016,4
14234,0.483,0.458,11,-9.657,0,0.0288,0.388,0.0168,0.112,0.366,102.006,4
14235,0.376,0.39,2,-18.864,1,0.0468,0.866,0.921,0.0812,0.172,187.906,1
14236,0.655,0.675,1,-9.352,1,0.0599,0.272,0.0236,0.727,0.587,77.589,4
14237,0.582,0.0397,9,-18.453,1,0.136,0.904,0.00647,0.13,0.118,75.04,3
14238,0.563,0.398,5,-11.988,1,0.0237,0.135,0.0543,0.152,0.408,87.387,4
14240,0.109,0.108,5,-21.755,0,0.0433,0.791,0.897,0.158,0.0396,92.203,4
14241,0.381,0.0787,0,-21.215,1,0.0348,0.729,0.00504,0.217,0.178,129.44,4
14242,0.577,0.0776,9,-25.469,0,0.0389,0.942,0.948,0.103,0.364,108.105,4
14243,0.385,0.134,11,-13.621,0,0.0409,0.911,3.96e-06,0.115,0.0733,178.05,3
14244,0.358,0.239,5,-11.851,0,0.0318,0.795,0.00119,0.0901,0.115,99.754,3
14245,0.472,0.169,9,-19.528,1,0.0747,0.99,0.882,0.101,0.19,78.996,4
14246,0.262,0.263,7,-11.463,0,0.0356,0.979,0.902,0.111,0.0783,131.817,4
14248,0.298,0.321,5,-20.971,1,0.0516,0.789,0.916,0.347,0.149,119.954,4
14249,0.629,0.693,8,-6.415,1,0.045,0.268,0.0,0.745,0.601,139.908,4
14251,0.627,0.183,5,-18.156,1,0.0333,0.766,0.646,0.113,0.333,134.16,4
14252,0.67,0.0609,7,-33.238,1,0.0824,0.861,0.948,0.106,0.998,113.924,4
14255,0.479,0.316,4,-14.846,0,0.0245,0.62,0.042,0.109,0.117,81.045,3
14258,0.679,0.388,2,-20.285,0,0.0671,0.886,0.851,0.238,0.417,120.014,4
14259,0.671,0.0169,0,-21.793,1,0.0394,0.981,1.64e-05,0.103,0.263,97.383,3
14260,0.65,0.729,4,-8.641,1,0.0434,0.37,0.544,0.323,0.752,103.706,4
14262,0.499,0.404,11,-12.895,1,0.0266,0.565,0.0801,0.07,0.374,107.674,4
14263,0.189,0.245,2,-17.676,0,0.0381,0.958,0.126,0.119,0.0395,59.121,3
14264,0.38,0.471,2,-9.5,1,0.0255,0.0729,1.82e-06,0.137,0.329,97.663,4
14265,0.239,0.0963,9,-13.029,1,0.0331,0.926,0.26,0.0936,0.243,72.131,4
14266,0.212,0.0932,7,-25.532,0,0.0434,0.893,0.843,0.652,0.194,143.232,3
14267,0.408,0.182,10,-11.861,1,0.039,0.868,0.000116,0.0921,0.132,208.268,4
14269,0.493,0.572,6,-6.43,1,0.0337,0.000783,0.0,0.166,0.425,116.99,4
14271,0.53,0.326,0,-15.335,1,0.0756,0.875,1.06e-06,0.0756,0.361,180.972,3
14272,0.274,0.191,0,-17.439,1,0.0308,0.184,0.903,0.102,0.0622,109.626,4
14273,0.366,0.083,0,-18.919,1,0.0382,0.952,0.659,0.0856,0.0472,119.999,4
14274,0.72,0.581,8,-9.512,1,0.0355,0.433,0.072,0.113,0.158,100.011,4
14275,0.547,0.0841,8,-21.339,1,0.0427,0.901,0.082,0.103,0.445,124.687,3
14276,0.205,0.15,9,-25.24,1,0.0458,0.92,0.946,0.0969,0.0339,100.29,4
14277,0.495,0.592,11,-7.896,1,0.038,0.697,1.14e-06,0.108,0.251,95.914,4
14278,0.38,0.511,7,-9.933,1,0.0328,0.409,0.0,0.159,0.623,136.632,4
14279,0.242,0.731,2,-8.032,0,0.0881,0.429,0.866,0.302,0.123,186.404,3
14282,0.256,0.376,4,-7.895,0,0.0299,0.743,0.366,0.0913,0.144,130.059,3
14283,0.679,0.743,7,-8.837,1,0.0281,0.606,0.000556,0.0458,0.903,135.128,4
14284,0.531,0.289,0,-11.194,1,0.0286,0.517,0.000545,0.095,0.297,139.815,4
14285,0.489,0.174,0,-16.559,1,0.0322,0.934,0.0905,0.244,0.317,80.76,3
14286,0.0763,0.18,9,-14.928,1,0.0403,0.9,0.916,0.234,0.0349,80.764,3
14288,0.614,0.3,5,-16.623,0,0.0278,0.695,0.000867,0.106,0.584,108.069,4
14289,0.603,0.318,11,-13.765,1,0.0319,0.893,0.0313,0.1,0.273,116.035,4
14290,0.426,0.655,4,-7.949,0,0.0367,0.17,1.23e-05,0.125,0.275,82.136,4
14291,0.684,0.674,2,-6.664,1,0.0572,0.0972,0.00315,0.0655,0.504,122.636,4
14292,0.261,0.0742,9,-25.296,0,0.0423,0.973,0.948,0.107,0.134,210.097,3
14293,0.527,0.438,4,-14.355,1,0.0339,0.393,0.899,0.102,0.391,117.701,4
14294,0.735,0.185,4,-12.41,1,0.0299,0.83,0.000492,0.0997,0.184,99.872,4
14295,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,4
14296,0.705,0.524,3,-8.805,1,0.0381,0.342,0.00518,0.121,0.646,177.961,4
14297,0.372,0.187,2,-16.108,1,0.043,0.93,0.693,0.108,0.318,105.314,3
14298,0.398,0.0191,2,-30.964,1,0.0502,0.982,0.905,0.098,0.184,82.36,4
14299,0.321,0.403,10,-8.708,1,0.0315,0.729,0.00095,0.104,0.325,122.272,3
14300,0.429,0.646,7,-8.577,1,0.0481,0.199,0.0,0.175,0.575,82.094,4
14301,0.456,0.537,2,-7.953,1,0.0269,0.0745,0.000856,0.335,0.636,107.14,4
14302,0.578,0.256,3,-10.418,1,0.0305,0.884,1.64e-06,0.115,0.124,128.428,4
14303,0.606,0.541,7,-12.189,1,0.0364,0.37,0.826,0.149,0.478,146.976,4
14304,0.567,0.922,0,-6.102,1,0.0669,0.00497,0.771,0.113,0.357,149.983,4
14305,0.134,0.142,11,-17.327,0,0.0382,0.93,0.868,0.0935,0.0648,79.761,4
14306,0.373,0.288,4,-13.731,1,0.0342,0.234,0.201,0.101,0.141,124.876,4
14308,0.538,0.208,10,-9.336,1,0.0388,0.951,7.28e-06,0.193,0.192,122.215,3
14309,0.553,0.665,5,-8.135,1,0.0293,0.222,0.000115,0.173,0.386,133.182,4
14313,0.691,0.282,0,-13.357,1,0.0509,0.387,0.0302,0.0914,0.0843,109.874,4
14315,0.678,0.401,10,-9.875,0,0.0555,0.971,0.947,0.105,0.919,82.614,4
14316,0.145,0.123,0,-15.855,1,0.0364,0.845,0.918,0.12,0.114,72.846,4
14317,0.365,0.0285,5,-19.614,0,0.042,0.955,0.288,0.115,0.0451,66.293,3
14318,0.459,0.15,11,-17.699,1,0.0347,0.946,0.00394,0.142,0.07,100.061,4
14319,0.33,0.367,0,-14.682,0,0.0429,0.745,0.896,0.112,0.0944,147.761,4
14320,0.535,0.752,7,-7.628,1,0.0374,0.185,3.88e-06,0.0883,0.56,174.03,4
14322,0.363,0.0143,9,-23.236,1,0.0435,0.907,0.0,0.11,0.387,115.195,4
14324,0.518,0.271,7,-12.542,0,0.0286,0.627,0.825,0.106,0.085,113.03,4
14325,0.198,0.184,0,-12.503,0,0.036,0.984,0.791,0.101,0.0385,87.013,4
14326,0.531,0.225,0,-16.408,1,0.0284,0.524,0.000375,0.124,0.177,94.567,4
14327,0.641,0.43,0,-18.215,0,0.0312,0.369,0.632,0.0814,0.608,131.266,4
14329,0.163,0.788,7,-7.602,1,0.0358,7.79e-06,0.882,0.176,0.409,161.904,4
14330,0.318,0.175,0,-25.698,1,0.0425,0.734,0.934,0.129,0.211,82.355,3
14332,0.692,0.628,5,-6.72,1,0.0275,0.321,0.0,0.11,0.659,103.524,4
14333,0.168,0.578,0,-7.263,1,0.0304,0.0164,0.0118,0.0836,0.287,139.106,5
14334,0.618,0.0261,7,-24.515,0,0.122,0.973,0.961,0.119,0.376,71.455,3
14335,0.177,0.239,6,-15.172,0,0.0355,0.235,0.0368,0.0888,0.0678,48.682,3
14337,0.587,0.21,7,-16.737,1,0.0316,0.908,0.826,0.444,0.0727,120.014,4
14339,0.181,0.00232,2,-42.164,1,0.039,0.854,0.0183,0.167,0.0361,79.632,4
14340,0.779,0.455,7,-9.974,1,0.0376,0.364,0.00077,0.1,0.754,129.987,4
14342,0.519,0.149,2,-17.314,0,0.0307,0.568,0.00152,0.154,0.509,97.496,4
14343,0.453,0.489,3,-7.352,1,0.0478,0.802,0.0,0.138,0.605,91.275,1
14345,0.369,0.0207,6,-12.79,1,0.0413,0.88,0.000873,0.118,0.16,135.018,4
14346,0.554,0.115,9,-16.149,1,0.0611,0.923,0.0,0.106,0.422,101.095,4
14347,0.667,0.632,8,-7.981,1,0.0312,0.0895,0.0,0.128,0.497,106.992,4
14348,0.166,0.381,5,-10.123,1,0.0455,6.93e-05,0.706,0.117,0.0371,128.44,4
14349,0.529,0.529,5,-11.675,1,0.0398,0.0448,1.06e-06,0.756,0.356,82.787,4
14352,0.364,0.219,7,-13.508,1,0.0382,0.861,0.000506,0.126,0.294,175.831,4
14355,0.402,0.269,10,-12.285,1,0.0322,0.713,0.853,0.106,0.227,152.093,4
14356,0.468,0.102,11,-18.281,1,0.0278,0.918,5.11e-06,0.111,0.105,78.983,4
14357,0.619,0.248,7,-13.639,1,0.0423,0.903,0.00334,0.345,0.244,90.864,1
14359,0.348,0.235,2,-11.569,1,0.0335,0.968,0.000932,0.078,0.161,72.675,3
14361,0.633,0.138,4,-11.642,0,0.0435,0.974,0.000745,0.0985,0.317,99.018,4
14364,0.281,0.00663,8,-25.384,1,0.0408,0.995,0.848,0.136,0.0932,132.766,1
14365,0.223,0.0231,2,-22.656,1,0.042,0.972,0.000793,0.0439,0.121,108.934,4
14366,0.414,0.301,0,-11.023,0,0.0308,0.895,0.884,0.0984,0.337,77.439,3
14367,0.73,0.0286,5,-32.302,1,0.0712,0.966,0.881,0.183,0.12,92.028,1
14368,0.373,0.171,7,-13.821,1,0.0364,0.655,0.0,0.176,0.381,172.751,4
14369,0.315,0.0737,7,-15.464,1,0.0397,0.953,0.0113,0.113,0.143,123.939,4
14370,0.505,0.239,7,-18.163,1,0.075,0.789,0.864,0.361,0.49,110.055,4
14371,0.341,0.299,4,-9.591,0,0.0315,0.973,0.892,0.1,0.115,79.995,4
14372,0.358,0.273,2,-13.806,1,0.0334,0.916,0.931,0.123,0.143,171.173,4
14373,0.388,0.661,1,-8.147,0,0.0591,0.319,0.0,0.696,0.584,143.346,4
14374,0.148,0.0997,4,-23.947,1,0.0447,0.921,0.989,0.0766,0.0355,137.263,5
14375,0.299,0.119,0,-23.857,1,0.0436,0.991,0.881,0.0774,0.0783,96.59,1
14377,0.523,0.39,4,-16.721,1,0.0313,0.0839,0.228,0.0998,0.504,150.866,3
14379,0.54,0.461,0,-11.948,1,0.172,0.848,0.00181,0.69,0.569,107.149,4
14380,0.758,0.576,10,-11.477,1,0.0417,0.589,9.57e-06,0.146,0.712,128.214,4
14381,0.483,0.496,0,-14.249,1,0.0749,0.758,0.000838,0.108,0.289,70.034,4
14383,0.258,0.154,4,-15.317,1,0.0311,0.913,0.876,0.128,0.126,90.315,3
14384,0.385,0.0851,1,-21.235,1,0.0336,0.985,0.923,0.108,0.12,96.543,3
14385,0.713,0.31,0,-12.851,1,0.0341,0.789,9.76e-06,0.07,0.572,117.782,4
14386,0.551,0.472,1,-12.495,1,0.0289,0.335,0.11,0.086,0.694,139.993,4
14387,0.565,0.15,4,-17.458,0,0.0338,0.425,0.00136,0.138,0.188,144.821,4
14388,0.5,0.327,2,-14.451,1,0.0281,0.894,0.000254,0.116,0.0393,105.851,4
14390,0.706,0.523,0,-10.899,1,0.0325,0.347,0.0416,0.0844,0.54,96.016,4
14392,0.131,0.154,2,-16.206,1,0.0362,0.958,0.976,0.106,0.0375,99.783,3
14394,0.483,0.627,4,-4.817,0,0.0304,0.196,2.05e-05,0.103,0.218,120.005,4
14395,0.529,0.061,7,-22.931,1,0.0693,0.99,0.891,0.0698,0.249,90.748,4
14396,0.596,0.64,2,-9.764,1,0.0248,0.0145,0.00793,0.365,0.396,105.047,4
14397,0.187,0.252,0,-13.856,0,0.0337,0.81,0.000926,0.152,0.0676,81.763,4
14398,0.313,0.354,5,-14.684,1,0.0309,0.938,0.636,0.0843,0.201,144.039,4
14399,0.661,0.257,4,-13.043,0,0.036,0.778,2.74e-05,0.0997,0.218,124.85,3
14401,0.526,0.803,10,-7.728,1,0.0469,0.241,0.0654,0.103,0.335,111.484,4
14402,0.649,0.428,6,-8.3,1,0.0278,0.668,6.89e-06,0.122,0.357,134.259,4
14404,0.427,0.81,7,-6.163,0,0.146,0.0821,0.0,0.38,0.723,83.75,4
14405,0.687,0.317,4,-12.013,1,0.0279,0.69,0.000201,0.168,0.136,109.787,4
14406,0.212,0.103,2,-17.271,1,0.0362,0.898,0.135,0.0842,0.04,141.103,3
14407,0.354,0.375,4,-17.047,1,0.0288,0.837,0.795,0.126,0.464,107.547,3
14408,0.686,0.365,11,-12.603,1,0.0496,0.496,0.00598,0.113,0.454,92.979,3
14409,0.297,0.122,7,-24.665,1,0.0496,0.965,0.868,0.109,0.311,177.9,3
14410,0.427,0.365,5,-16.766,1,0.0573,0.516,0.0,0.213,0.678,156.326,3
14413,0.354,0.563,8,-9.026,0,0.0496,0.0829,0.658,0.0889,0.222,155.426,4
14414,0.507,0.487,5,-8.908,1,0.0281,0.425,0.758,0.117,0.149,74.986,4
14415,0.381,0.29,7,-18.323,1,0.0359,0.00705,0.848,0.511,0.0392,119.794,4
14417,0.111,0.243,4,-12.606,1,0.0333,0.605,0.0,0.138,0.076,84.083,4
14418,0.579,0.134,7,-22.872,1,0.0861,0.958,0.914,0.0767,0.302,115.478,3
14419,0.207,0.189,10,-16.279,1,0.0416,0.841,0.966,0.0902,0.0352,72.238,4
14420,0.306,0.19,2,-11.469,1,0.0288,0.686,1.63e-05,0.109,0.141,149.699,3
14422,0.124,0.089,2,-19.583,1,0.0365,0.98,0.904,0.14,0.0796,74.013,3
14423,0.44,0.354,2,-9.084,1,0.0273,0.705,0.0,0.141,0.459,152.02,4
14424,0.0632,0.135,7,-23.795,1,0.044,0.981,0.966,0.0888,0.0332,64.289,4
14425,0.551,0.642,5,-13.458,1,0.0375,0.938,0.917,0.115,0.0905,119.917,4
14426,0.739,0.156,1,-14.166,1,0.0363,0.939,0.358,0.109,0.557,98.964,1
14427,0.575,0.191,5,-17.231,1,0.0374,0.487,0.000296,0.142,0.386,122.488,4
14428,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,4
14429,0.378,0.0702,0,-22.492,1,0.0717,0.921,0.86,0.113,0.0571,76.394,3
14430,0.378,0.189,0,-15.174,1,0.0316,0.953,0.924,0.115,0.119,129.864,4
14431,0.275,0.204,10,-12.0,1,0.0335,0.88,6.4e-05,0.137,0.144,131.209,3
14432,0.487,0.715,1,-7.914,1,0.0293,0.0122,0.863,0.193,0.13,96.019,4
14434,0.72,0.684,0,-4.721,0,0.0339,0.516,0.0,0.362,0.785,119.521,4
14436,0.254,0.53,6,-18.589,1,0.207,0.0158,0.434,0.0805,0.235,161.142,4
14438,0.674,0.574,4,-9.955,0,0.0362,0.655,0.024,0.201,0.59,98.567,4
14439,0.375,0.149,5,-15.709,1,0.0404,0.968,0.89,0.0991,0.133,104.44,3
