,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
45449,0.586,0.48,9,-9.138,1,0.0243,0.385,0.0,0.0947,0.488,79.873,4
45450,0.456,0.679,8,-5.778,0,0.064,0.596,0.000573,0.129,0.107,92.026,4
45451,0.563,0.586,11,-10.929,1,0.0407,0.232,0.0,0.268,0.816,80.665,4
45452,0.371,0.341,10,-9.475,1,0.0319,0.57,3.09e-05,0.101,0.196,89.038,1
45453,0.292,0.567,3,-4.191,1,0.0416,0.112,1.01e-06,0.119,0.392,153.199,3
45454,0.558,0.648,2,-10.4,1,0.0401,0.222,0.309,0.0935,0.439,162.259,4
45455,0.331,0.577,11,-7.744,0,0.0391,0.0878,6.75e-05,0.131,0.152,139.95,4
45456,0.41,0.149,9,-9.811,1,0.038,0.934,0.0,0.112,0.314,181.207,3
45457,0.419,0.453,8,-7.685,1,0.0437,0.539,0.0,0.0971,0.356,140.327,3
45458,0.252,0.851,9,-5.816,1,0.0394,0.000935,0.00156,0.113,0.786,179.737,4
45459,0.163,0.438,11,-12.318,0,0.0373,0.319,0.106,0.11,0.183,64.01,4
45460,0.635,0.17,7,-12.012,1,0.0276,0.843,3.22e-05,0.125,0.103,93.154,3
45461,0.261,0.645,4,-7.012,1,0.0392,0.000306,5.15e-05,0.121,0.34,169.326,4
45462,0.439,0.322,9,-5.959,1,0.028,0.692,0.0,0.103,0.16,77.963,4
45463,0.479,0.717,7,-5.459,1,0.0605,0.0488,0.000333,0.102,0.253,163.989,4
45464,0.51,0.731,0,-9.142,1,0.0287,0.0204,0.393,0.0799,0.486,105.185,4
45465,0.494,0.879,7,-4.209,1,0.0642,0.429,0.0,0.134,0.438,155.969,4
45466,0.497,0.93,5,-7.024,1,0.0652,0.109,0.0756,0.327,0.403,120.007,4
45467,0.37,0.319,2,-12.088,1,0.0288,0.753,0.000833,0.154,0.476,160.348,4
45468,0.579,0.385,7,-7.885,1,0.0256,0.88,2.17e-06,0.164,0.145,103.779,4
45470,0.56,0.678,10,-6.167,0,0.0581,0.61,1.42e-05,0.111,0.29,122.585,4
45471,0.465,0.381,4,-14.195,1,0.0316,0.529,0.00835,0.111,0.227,126.372,4
45472,0.589,0.242,6,-10.517,1,0.0442,0.914,0.0,0.0887,0.257,89.749,4
45473,0.202,0.763,2,-4.513,1,0.0501,0.0466,0.0,0.27,0.274,174.28,3
45474,0.402,0.426,10,-9.662,0,0.0262,0.775,6.12e-06,0.175,0.641,75.866,4
45475,0.405,0.111,0,-11.879,1,0.0369,0.964,4.37e-05,0.0872,0.219,116.86,4
45476,0.372,0.57,3,-7.305,1,0.0305,0.517,2.57e-06,0.141,0.234,179.907,4
45477,0.377,0.289,4,-11.464,1,0.0311,0.909,9.07e-05,0.121,0.189,80.968,4
45479,0.271,0.698,7,-5.933,1,0.039,0.00181,0.637,0.0738,0.231,75.74,4
45480,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026,4
45481,0.602,0.758,0,-6.864,1,0.0399,0.00569,0.0,0.145,0.368,100.017,4
45482,0.554,0.38,7,-11.617,1,0.0291,0.37,1.99e-05,0.175,0.714,125.753,4
45483,0.526,0.781,7,-3.673,1,0.0369,0.0613,0.0,0.121,0.358,142.06,4
45484,0.363,0.408,9,-10.861,0,0.0273,0.185,2.94e-06,0.113,0.271,87.335,4
45485,0.258,0.877,8,-6.387,1,0.108,0.00499,0.00106,0.0429,0.0867,120.306,4
45488,0.427,0.897,1,-4.157,0,0.103,0.0738,8.04e-06,0.166,0.195,148.025,4
45489,0.696,0.253,9,-13.193,0,0.0382,0.602,0.158,0.0981,0.266,106.43,4
45490,0.576,0.666,9,-6.057,0,0.0723,0.557,1.01e-06,0.106,0.381,146.321,4
45491,0.432,0.664,7,-4.662,1,0.0302,0.215,0.0,0.15,0.294,156.216,4
45493,0.595,0.689,6,-6.107,0,0.148,0.254,5.44e-06,0.129,0.213,168.112,4
45494,0.648,0.16,5,-11.775,0,0.0384,0.831,0.00687,0.0853,0.243,129.95,4
45496,0.212,0.879,1,-4.839,0,0.0849,0.0108,0.0,0.0904,0.215,196.727,3
45497,0.541,0.556,7,-11.523,1,0.0255,0.383,0.707,0.107,0.473,110.046,4
45498,0.463,0.494,7,-10.009,1,0.0445,0.0196,0.0,0.436,0.332,134.872,3
45499,0.524,0.45,9,-13.597,0,0.0309,0.151,0.0576,0.17,0.144,103.879,4
45500,0.651,0.76,11,-5.12,1,0.0309,0.0133,0.0,0.139,0.577,102.789,4
45501,0.576,0.494,9,-9.917,1,0.0262,0.898,0.00443,0.139,0.437,100.0,4
45502,0.527,0.817,1,-5.036,1,0.0353,0.0213,2.04e-05,0.16,0.516,95.98,4
45503,0.22,0.838,6,-4.496,1,0.0473,0.000726,0.00551,0.255,0.293,178.037,4
45504,0.554,0.462,2,-6.163,1,0.0311,0.433,0.0,0.116,0.388,162.549,4
45506,0.487,0.924,9,-4.892,0,0.0671,0.0124,0.0,0.113,0.709,144.896,4
45507,0.576,0.696,6,-4.769,0,0.036,0.00407,0.000748,0.102,0.191,107.009,4
45508,0.778,0.462,11,-15.796,0,0.0735,0.0596,0.00176,0.0413,0.673,127.616,4
45509,0.677,0.661,4,-5.136,1,0.0436,0.114,5.44e-06,0.215,0.801,98.309,4
45510,0.3,0.404,0,-9.371,1,0.0309,0.417,1.63e-06,0.365,0.219,73.008,4
45511,0.52,0.532,0,-5.777,1,0.0282,0.348,0.0567,0.14,0.521,93.335,4
45513,0.596,0.802,2,-8.037,1,0.0372,0.00337,0.00438,0.294,0.625,112.125,4
45514,0.728,0.315,10,-17.089,1,0.0476,0.951,0.771,0.103,0.161,103.972,4
45515,0.706,0.776,1,-6.212,0,0.0489,0.00263,0.492,0.0456,0.259,127.02,4
45517,0.603,0.608,8,-6.583,1,0.0314,0.13,0.0,0.102,0.648,94.99,4
45518,0.597,0.579,7,-6.165,1,0.0241,0.0511,0.0,0.221,0.668,91.193,4
45519,0.578,0.357,9,-16.827,0,0.0373,0.772,0.411,0.0678,0.704,109.988,4
45520,0.121,0.0436,6,-28.56,0,0.0365,0.915,0.822,0.127,0.0356,86.601,3
45523,0.721,0.799,0,-8.313,1,0.0511,0.000751,0.851,0.201,0.307,136.014,4
45524,0.521,0.383,7,-19.097,1,0.111,0.0624,0.818,0.68,0.0369,86.005,4
45525,0.558,0.439,2,-11.413,0,0.0257,0.112,0.000189,0.0484,0.215,108.898,4
45526,0.272,0.333,4,-14.075,0,0.0592,0.414,0.687,0.111,0.114,179.738,3
45527,0.56,0.741,8,-5.962,1,0.0332,0.133,0.0,0.0942,0.564,150.143,4
45528,0.236,0.127,0,-27.901,0,0.0398,0.926,0.877,0.119,0.0376,99.861,4
45529,0.71,0.948,8,-8.078,1,0.034,0.000477,0.905,0.144,0.631,137.673,4
45530,0.563,0.882,7,-5.493,1,0.0393,0.18,0.0,0.156,0.547,139.363,4
45531,0.476,0.366,0,-11.324,1,0.0278,0.128,0.00128,0.0858,0.156,128.408,4
45532,0.446,0.559,4,-8.319,1,0.0285,0.388,1.78e-05,0.153,0.372,145.419,4
45533,0.486,0.595,7,-5.009,1,0.0302,0.00212,0.000264,0.0953,0.331,113.276,4
45534,0.358,0.319,0,-10.805,1,0.0374,0.921,0.127,0.244,0.52,127.288,3
45535,0.622,0.526,6,-7.887,1,0.0531,0.406,0.0,0.115,0.55,81.97,4
45536,0.54,0.265,11,-5.307,1,0.0297,0.88,0.0,0.131,0.423,61.975,4
45537,0.525,0.461,8,-6.734,0,0.0285,0.00859,0.0,0.113,0.108,134.003,4
45540,0.264,0.32,9,-11.716,1,0.0325,0.885,0.00141,0.134,0.171,138.108,3
45541,0.462,0.868,9,-4.766,1,0.154,0.00633,0.0,0.227,0.392,179.997,4
45542,0.386,0.682,9,-6.358,1,0.0788,0.643,0.0,0.314,0.489,172.257,4
45546,0.494,0.547,0,-6.447,1,0.0301,0.39,2e-06,0.213,0.0699,110.04,4
45547,0.479,0.0358,5,-19.969,1,0.0382,0.735,3.97e-06,0.0968,0.127,112.7,3
45549,0.568,0.691,9,-5.225,1,0.0306,0.188,0.0,0.0861,0.396,131.007,4
45551,0.593,0.509,4,-12.042,0,0.0626,0.107,0.893,0.277,0.0769,190.028,4
45554,0.253,0.42,5,-6.241,0,0.0335,0.63,0.0,0.11,0.102,64.967,3
45555,0.436,0.617,9,-8.564,1,0.0282,0.00762,4.46e-05,0.191,0.695,95.826,4
45556,0.59,0.524,1,-8.108,1,0.0272,0.254,8.47e-06,0.201,0.503,74.986,4
45557,0.677,0.509,5,-7.472,1,0.0252,0.114,0.0134,0.0659,0.525,93.042,4
45558,0.333,0.628,9,-12.632,0,0.0344,0.0415,0.0472,0.934,0.307,116.212,5
45562,0.519,0.867,7,-4.075,1,0.0449,0.0337,0.000152,0.129,0.373,151.95,4
45563,0.329,0.407,4,-10.557,0,0.0588,0.529,0.000125,0.13,0.115,171.828,4
45564,0.527,0.895,6,-5.191,1,0.0356,0.0117,0.0,0.101,0.327,144.751,4
45565,0.599,0.396,0,-10.075,1,0.0399,0.393,0.0,0.207,0.684,170.058,4
45566,0.55,0.412,7,-11.927,1,0.0363,0.816,0.554,0.111,0.271,124.012,4
45567,0.467,0.0948,5,-15.826,1,0.0406,0.975,0.0241,0.102,0.197,144.966,3
45568,0.52,0.443,8,-8.413,0,0.0328,0.422,1.71e-06,0.18,0.333,182.07,4
45569,0.547,0.15,0,-17.769,1,0.0357,0.934,0.274,0.115,0.139,131.638,4
45570,0.249,0.0755,10,-18.369,0,0.0318,0.857,0.921,0.119,0.0395,96.254,4
45571,0.531,0.566,2,-8.182,1,0.0409,0.621,0.0235,0.131,0.451,124.23,4
45572,0.301,0.878,7,-11.579,1,0.0938,0.00481,0.000663,0.117,0.481,137.558,4
45573,0.315,0.0203,9,-27.269,0,0.0351,0.914,0.801,0.105,0.053,97.472,4
45574,0.439,0.894,1,-4.277,1,0.129,0.0773,0.0,0.382,0.732,95.613,4
45575,0.528,0.601,9,-7.269,1,0.0259,0.445,0.0,0.213,0.364,77.05,4
45576,0.698,0.929,11,-4.727,0,0.0829,0.00737,0.0263,0.268,0.556,128.005,4
45577,0.694,0.873,5,-5.191,1,0.0414,0.023,0.000113,0.297,0.589,143.983,4
45578,0.654,0.289,2,-14.178,1,0.034,0.622,0.0166,0.141,0.548,132.632,3
45579,0.241,0.534,3,-7.207,1,0.0321,0.0561,2.13e-06,0.103,0.277,159.974,4
45580,0.36,0.0958,1,-18.508,0,0.0365,0.984,0.2,0.116,0.262,82.971,4
45582,0.567,0.309,7,-14.102,1,0.0346,0.71,0.00676,0.101,0.35,126.351,4
45583,0.447,0.328,8,-9.728,1,0.0664,0.522,2.1e-05,0.104,0.345,178.09,3
45584,0.662,0.816,2,-7.652,1,0.0869,0.195,0.0,0.0951,0.663,134.971,4
45585,0.136,0.965,7,-15.423,0,0.489,0.776,0.201,0.363,0.0298,177.79,4
45586,0.601,0.759,1,-3.18,1,0.0295,0.00803,0.0,0.115,0.519,124.964,4
45590,0.403,0.594,5,-6.682,1,0.0412,0.0555,0.292,0.164,0.298,116.095,4
45592,0.519,0.215,2,-9.349,1,0.0336,0.715,1.75e-05,0.134,0.444,128.465,4
45593,0.437,0.315,10,-15.551,1,0.0384,0.635,0.393,0.103,0.564,145.917,3
45595,0.447,0.76,9,-6.18,0,0.178,0.543,0.0,0.113,0.448,139.382,4
45596,0.387,0.773,8,-8.395,1,0.068,0.000611,0.0007,0.306,0.227,163.802,3
45599,0.384,0.482,6,-6.73,1,0.0257,0.021,0.0,0.107,0.153,86.587,4
45601,0.503,0.877,0,-4.638,1,0.447,0.896,0.000663,0.268,0.704,118.02,5
45602,0.442,0.419,7,-11.282,1,0.028,0.646,0.471,0.106,0.242,139.618,4
45603,0.433,0.144,5,-16.363,0,0.0413,0.568,1.29e-06,0.0937,0.151,84.614,4
45604,0.427,0.14,9,-19.857,0,0.034,0.549,1.03e-06,0.0443,0.293,137.787,4
45607,0.202,0.625,0,-7.888,1,0.0427,0.538,5.01e-06,0.292,0.342,169.503,3
45608,0.228,0.306,9,-11.0,0,0.0274,0.691,2.75e-06,0.313,0.198,73.655,4
45609,0.264,0.173,4,-11.621,1,0.033,0.837,0.0194,0.0833,0.175,102.583,3
45610,0.45,0.426,2,-11.003,1,0.0339,0.197,0.886,0.683,0.0865,127.994,4
45612,0.535,0.318,0,-20.284,1,0.0401,0.839,0.00641,0.103,0.381,105.038,3
45613,0.597,0.303,2,-15.028,1,0.0251,0.744,0.137,0.139,0.324,88.245,4
45614,0.423,0.482,11,-7.802,0,0.03,0.29,0.00812,0.0804,0.241,78.092,4
45615,0.57,0.619,5,-6.43,0,0.0242,0.0159,0.0,0.0873,0.358,91.82,4
45616,0.419,0.23,10,-17.102,1,0.0359,0.628,5.85e-06,0.222,0.199,128.892,4
45618,0.611,0.458,7,-9.489,1,0.0694,0.304,4.44e-06,0.129,0.594,84.928,4
45619,0.406,0.82,7,-4.409,1,0.0455,0.000789,4.24e-05,0.344,0.315,126.027,4
45620,0.62,0.844,7,-4.122,1,0.032,0.926,0.0568,0.346,0.851,104.563,3
45621,0.379,0.69,4,-4.79,1,0.0549,0.0286,0.0,0.335,0.288,173.716,4
45622,0.471,0.461,5,-11.763,1,0.0273,0.298,2.98e-06,0.161,0.24,84.087,4
45623,0.68,0.304,2,-12.468,1,0.0308,0.785,0.0217,0.314,0.382,119.797,3
45624,0.536,0.847,2,-4.078,1,0.0248,0.111,0.0,0.211,0.624,162.0,4
45626,0.431,0.379,5,-9.59,0,0.0262,0.708,1.74e-05,0.181,0.665,86.172,4
45627,0.574,0.806,9,-4.433,1,0.0483,0.00307,0.0014,0.248,0.831,133.304,4
45628,0.262,0.124,6,-27.217,1,0.0387,0.966,0.93,0.126,0.0332,66.336,5
45629,0.621,0.726,9,-5.546,1,0.0366,0.453,1.27e-05,0.156,0.322,104.851,4
45630,0.215,0.138,7,-15.983,1,0.0327,0.796,1.86e-05,0.23,0.172,103.082,1
45631,0.175,0.856,5,-4.676,0,0.0467,0.00309,0.0,0.371,0.22,97.045,4
45632,0.433,0.32,7,-16.316,1,0.105,0.691,0.805,0.165,0.273,82.39,4
45634,0.488,0.839,9,-7.336,1,0.0487,0.0134,0.0,0.101,0.55,178.006,4
45635,0.725,0.523,10,-9.593,1,0.324,0.0783,0.0,0.0665,0.95,76.292,4
45636,0.434,0.139,0,-15.017,1,0.07,0.876,0.0,0.134,0.231,72.468,4
45637,0.501,0.385,2,-9.621,1,0.0325,0.785,5.79e-06,0.206,0.551,117.855,3
45638,0.35,0.514,2,-8.59,1,0.0519,0.409,0.38,0.111,0.198,150.482,3
45639,0.214,0.503,5,-9.173,1,0.0315,0.298,6.04e-06,0.137,0.253,80.401,4
45640,0.499,0.615,2,-7.839,1,0.0337,0.446,4.14e-06,0.313,0.161,106.391,4
45641,0.375,0.564,7,-9.458,1,0.0404,0.0269,0.000291,0.343,0.32,183.516,3
45642,0.275,0.355,2,-12.269,1,0.0308,0.827,0.316,0.0524,0.0778,114.823,4
45643,0.433,0.668,6,-4.735,1,0.0286,0.234,5.01e-05,0.123,0.572,74.773,4
45644,0.2,0.667,7,-4.963,1,0.0329,0.26,1.46e-05,0.0997,0.358,187.325,4
45645,0.445,0.406,7,-7.513,0,0.0297,0.525,5.59e-06,0.121,0.299,117.617,4
45646,0.248,0.22,7,-10.768,0,0.0299,0.94,0.00197,0.109,0.191,71.377,4
45647,0.321,0.0625,5,-10.925,1,0.0391,0.964,1.18e-06,0.0867,0.413,183.507,3
45648,0.566,0.182,2,-13.261,1,0.0375,0.884,0.0,0.0978,0.492,145.014,4
45650,0.539,0.353,3,-10.191,1,0.0464,0.571,0.626,0.0877,0.321,54.571,4
45652,0.858,0.548,3,-9.08,1,0.0594,0.317,0.398,0.0816,0.815,119.991,4
45654,0.389,0.224,9,-7.133,1,0.0298,0.779,2.68e-06,0.13,0.337,149.925,4
45655,0.654,0.773,2,-9.689,1,0.0371,0.0574,0.00125,0.316,0.904,114.857,4
45656,0.58,0.637,4,-10.281,0,0.0434,0.206,0.139,0.128,0.304,81.981,4
45657,0.607,0.893,4,-9.468,1,0.0349,0.0822,0.102,0.158,0.447,130.515,4
45658,0.47,0.887,11,-4.035,0,0.0441,0.000271,0.00139,0.617,0.378,143.416,4
45659,0.573,0.429,7,-7.752,1,0.0379,0.828,0.0,0.227,0.4,124.232,4
45660,0.523,0.476,10,-6.063,1,0.0278,0.0468,0.000546,0.224,0.216,129.619,3
45661,0.568,0.292,4,-8.473,1,0.034,0.908,1.1e-06,0.11,0.389,126.993,4
45662,0.584,0.907,6,-5.445,0,0.0375,0.257,6.27e-05,0.106,0.514,139.003,4
45663,0.409,0.433,0,-10.114,1,0.0566,0.143,1.25e-06,0.12,0.334,176.41,3
45665,0.509,0.481,2,-9.14,1,0.0267,0.241,0.0,0.0876,0.288,72.121,4
45667,0.494,0.388,8,-9.139,1,0.0267,0.64,0.22,0.115,0.148,128.647,4
45668,0.401,0.935,0,-4.886,1,0.0793,1.79e-05,0.00215,0.171,0.252,131.434,4
45669,0.697,0.574,0,-11.575,1,0.155,0.863,0.0,0.972,0.788,121.472,4
45670,0.617,0.288,1,-14.807,1,0.0307,0.75,0.000626,0.15,0.483,125.948,4
45671,0.718,0.651,2,-9.841,1,0.0268,0.0221,0.000144,0.0674,0.949,108.208,4
45672,0.165,0.0483,9,-23.188,1,0.0408,0.959,0.307,0.0722,0.0685,136.752,3
45674,0.273,0.37,4,-17.117,1,0.0808,0.63,7.73e-06,0.326,0.28,176.893,3
45675,0.421,0.524,4,-9.285,0,0.0288,0.0877,1.42e-05,0.125,0.322,97.523,4
45676,0.312,0.944,5,-3.472,0,0.0727,0.00238,0.0,0.158,0.299,163.938,3
45678,0.404,0.376,4,-12.503,0,0.0608,0.759,0.00702,0.66,0.0392,126.487,4
45680,0.405,0.757,0,-8.567,1,0.0487,0.696,0.627,0.102,0.48,93.004,4
45681,0.411,0.499,7,-8.251,0,0.0508,0.0111,0.000323,0.102,0.201,108.644,3
45682,0.49,0.798,0,-4.399,1,0.0395,0.00394,0.000288,0.0974,0.507,112.025,4
45683,0.538,0.27,2,-12.87,1,0.0327,0.146,0.000603,0.11,0.253,111.547,4
45684,0.717,0.276,9,-13.404,0,0.037,0.726,0.839,0.111,0.31,83.265,4
45685,0.608,0.548,0,-8.415,1,0.0276,0.195,0.0184,0.136,0.542,140.03,4
45687,0.317,0.117,9,-13.869,1,0.0368,0.951,2.45e-06,0.125,0.336,74.907,4
45688,0.348,0.804,7,-8.573,1,0.083,0.0789,0.0,0.108,0.7,157.757,3
45689,0.644,0.452,9,-9.923,1,0.0283,0.516,0.00838,0.076,0.332,125.971,4
45690,0.388,0.55,6,-9.903,1,0.0311,0.157,0.0,0.0913,0.253,159.978,3
45691,0.448,0.519,1,-5.607,1,0.0301,0.0251,0.0,0.099,0.355,154.22,4
45692,0.545,0.65,9,-8.806,1,0.024,0.246,0.218,0.111,0.522,82.997,4
45693,0.456,0.752,10,-4.618,0,0.0405,0.524,0.00248,0.119,0.255,150.105,3
45694,0.417,0.831,1,-5.81,1,0.0839,0.0733,0.00103,0.109,0.34,167.641,4
45695,0.773,0.79,5,-8.057,1,0.0782,0.193,0.0,0.0356,0.712,88.977,4
45696,0.46,0.302,1,-12.581,1,0.389,0.742,2.74e-06,0.0785,0.38,172.173,3
45697,0.599,0.322,4,-15.515,0,0.0298,0.649,0.358,0.116,0.159,77.969,4
45698,0.497,0.0882,4,-22.933,1,0.0374,0.908,0.0327,0.124,0.486,142.438,4
45699,0.479,0.299,2,-8.214,1,0.0283,0.543,0.000644,0.108,0.388,128.836,4
45700,0.383,0.857,6,-6.497,1,0.379,0.00834,0.0,0.0922,0.685,186.362,4
45701,0.603,0.246,6,-14.865,1,0.0295,0.805,0.77,0.112,0.0984,93.653,4
45702,0.567,0.345,10,-11.198,1,0.0612,0.885,0.354,0.114,0.856,171.991,4
45703,0.651,0.684,4,-10.376,1,0.0651,0.0176,0.743,0.617,0.606,120.052,4
45704,0.582,0.558,6,-7.409,0,0.0298,0.518,0.0,0.0903,0.668,92.128,4
45705,0.55,0.828,10,-5.758,1,0.028,0.0916,0.0,0.113,0.813,109.989,4
45706,0.468,0.238,7,-11.009,1,0.029,0.801,0.0124,0.0664,0.108,72.94,4
45707,0.216,0.539,5,-7.258,0,0.0386,0.377,0.101,0.128,0.0785,130.316,4
45708,0.458,0.998,7,-2.438,1,0.451,4.37e-05,0.912,0.333,0.0284,140.017,4
45709,0.586,0.805,2,-5.839,1,0.0274,0.168,0.000128,0.267,0.354,133.001,4
45710,0.422,0.267,3,-9.533,1,0.0281,0.86,0.0,0.142,0.432,171.725,4
45711,0.271,0.159,10,-16.121,1,0.0383,0.952,2.86e-05,0.377,0.11,65.799,3
45712,0.6,0.782,1,-6.394,1,0.0625,0.00922,7e-05,0.333,0.251,103.194,4
45713,0.529,0.782,0,-6.953,1,0.0271,0.00054,0.000177,0.0678,0.795,108.087,4
45714,0.629,0.277,9,-16.774,1,0.0304,0.413,0.0312,0.124,0.404,79.841,4
45715,0.648,0.194,9,-11.461,1,0.0401,0.736,6.68e-05,0.11,0.391,131.784,4
45716,0.714,0.59,2,-11.094,1,0.0552,0.239,0.0831,0.0771,0.62,92.213,4
45717,0.454,0.363,2,-13.421,0,0.048,0.773,0.039,0.0826,0.263,191.998,3
45718,0.314,0.322,7,-9.727,1,0.0278,0.805,0.0041,0.102,0.0967,79.237,4
45719,0.323,0.139,8,-17.833,1,0.0333,0.959,0.00139,0.135,0.2,181.711,3
45720,0.24,0.0916,8,-13.416,1,0.0422,0.905,0.0127,0.107,0.0895,137.698,4
45721,0.39,0.746,7,-6.815,1,0.0415,0.0553,1.76e-06,0.0957,0.527,76.008,4
45722,0.804,0.758,10,-7.091,0,0.0537,0.676,0.919,0.126,0.509,133.024,4
45723,0.163,0.0879,5,-21.82,1,0.0357,0.91,0.934,0.134,0.0398,140.897,3
45725,0.523,0.315,11,-13.999,0,0.043,0.253,0.0,0.134,0.1,108.832,3
45726,0.543,0.911,11,-2.921,1,0.032,0.0109,0.0,0.278,0.522,120.055,4
45727,0.656,0.846,4,-5.207,1,0.0348,0.217,0.0,0.15,0.492,104.979,4
45728,0.431,0.567,5,-9.397,1,0.0329,0.0672,0.000115,0.105,0.131,62.677,4
45729,0.555,0.479,7,-7.118,1,0.0239,0.171,1.91e-05,0.118,0.326,82.991,4
45730,0.491,0.959,7,-4.636,1,0.0599,1.06e-05,0.0,0.0859,0.318,130.029,4
45731,0.257,0.14,2,-22.29,0,0.0402,0.109,0.882,0.0895,0.0827,131.658,4
45732,0.558,0.524,2,-11.626,0,0.0459,0.321,0.000952,0.94,0.636,93.654,4
45733,0.499,0.268,6,-12.269,0,0.0293,0.797,0.00741,0.151,0.232,113.637,3
45734,0.227,0.0539,2,-20.794,1,0.0393,0.965,6.15e-06,0.11,0.161,88.622,3
45736,0.469,0.487,7,-10.337,1,0.0271,0.106,0.00689,0.101,0.478,129.081,3
45737,0.611,0.0406,0,-19.605,1,0.0392,0.942,0.000594,0.102,0.179,66.775,4
45738,0.179,0.44,5,-8.566,1,0.0305,0.962,0.000723,0.367,0.238,98.73,4
45739,0.551,0.795,0,-5.22,1,0.0285,0.597,0.0,0.154,0.112,86.367,4
45740,0.613,0.263,2,-11.405,1,0.0306,0.893,0.00103,0.12,0.157,117.669,4
45741,0.164,0.222,3,-11.955,0,0.0377,0.967,5.77e-06,0.213,0.208,170.409,4
45742,0.381,0.885,11,-5.803,0,0.0494,9.84e-06,0.102,0.189,0.484,111.359,4
45743,0.427,0.882,1,-7.188,0,0.0751,0.121,0.000294,0.943,0.764,176.356,4
45744,0.562,0.158,4,-19.463,1,0.0369,0.887,0.000315,0.106,0.227,88.361,4
45745,0.586,0.44,10,-9.864,1,0.0298,0.126,0.00706,0.0773,0.279,139.586,3
45746,0.355,0.184,11,-14.799,1,0.0345,0.655,0.424,0.199,0.14,140.987,4
45748,0.665,0.797,1,-8.564,1,0.0456,0.245,0.82,0.281,0.311,99.975,4
45749,0.752,0.537,3,-8.972,0,0.0292,0.678,0.000191,0.312,0.857,104.013,4
45750,0.377,0.169,2,-14.286,1,0.0361,0.403,0.0164,0.115,0.19,121.218,4
45752,0.482,0.857,6,-4.841,1,0.105,0.367,6.5e-05,0.0756,0.87,79.105,4
45753,0.652,0.142,7,-21.377,1,0.0413,0.959,0.178,0.084,0.498,127.691,4
45754,0.552,0.528,0,-8.905,0,0.0471,0.275,0.208,0.0999,0.626,126.458,4
45755,0.214,0.325,0,-15.473,1,0.0341,0.0204,0.934,0.106,0.182,129.961,4
45756,0.383,0.586,3,-6.842,1,0.0348,0.198,1.55e-05,0.0707,0.145,129.966,4
45757,0.239,0.434,7,-9.641,1,0.0337,0.454,0.941,0.0879,0.217,126.03,3
45758,0.587,0.828,5,-3.852,1,0.0234,0.00057,0.0,0.199,0.409,92.019,4
45759,0.577,0.391,7,-10.591,1,0.0243,0.21,7.2e-05,0.393,0.253,89.676,4
45760,0.833,0.468,7,-5.939,0,0.0296,0.0222,4.54e-05,0.0644,0.492,106.058,4
45762,0.528,0.863,0,-5.598,1,0.035,0.0389,3.74e-06,0.142,0.512,124.967,4
45763,0.561,0.0556,4,-22.476,1,0.0462,0.911,0.803,0.116,0.418,66.386,4
45764,0.65,0.859,1,-8.304,0,0.0327,0.0401,0.000403,0.0542,0.647,105.036,4
45765,0.295,0.632,11,-5.734,1,0.0404,0.0924,0.000443,0.119,0.267,117.488,3
45766,0.616,0.735,0,-7.129,0,0.0316,0.299,2.27e-05,0.703,0.187,130.888,4
45767,0.702,0.432,4,-8.126,1,0.0305,0.46,9.72e-06,0.217,0.213,120.059,4
45768,0.719,0.46,8,-5.827,1,0.0332,0.891,7.81e-05,0.081,0.881,108.479,4
45770,0.451,0.344,5,-7.522,1,0.0438,0.883,0.00855,0.104,0.118,79.876,4
45772,0.441,0.167,8,-15.651,1,0.043,0.791,0.0,0.1,0.322,142.026,3
45773,0.362,0.416,3,-10.797,1,0.0375,0.787,0.0,0.0713,0.373,68.328,4
45774,0.485,0.693,3,-6.783,1,0.0557,0.5,0.00128,0.0832,0.269,114.812,4
45775,0.428,0.891,10,-4.792,1,0.0413,0.000218,0.206,0.0785,0.687,138.225,4
45776,0.507,0.372,10,-8.89,1,0.0273,0.231,0.0,0.152,0.211,133.638,4
45777,0.452,0.324,4,-14.199,0,0.324,0.194,8.74e-06,0.126,0.297,80.091,4
45778,0.218,0.522,5,-8.78,1,0.0326,0.0673,9.47e-06,0.125,0.429,74.584,4
45779,0.596,0.406,11,-8.169,0,0.0289,0.398,1.24e-06,0.141,0.283,120.051,3
45780,0.4,0.398,10,-13.382,1,0.0286,0.225,0.122,0.111,0.34,151.349,3
45781,0.2,0.419,9,-11.341,1,0.0332,0.293,0.837,0.098,0.0391,162.104,4
45782,0.276,0.12,0,-23.166,1,0.0424,0.193,0.515,0.0934,0.101,174.483,3
45783,0.495,0.226,6,-12.985,1,0.0342,0.718,0.0,0.0992,0.0845,113.953,4
45784,0.598,0.684,6,-4.766,0,0.157,0.0119,0.0,0.0386,0.779,183.206,4
45787,0.601,0.0481,11,-22.113,0,0.0506,0.986,6.8e-05,0.182,0.269,105.418,4
45788,0.577,0.501,2,-8.465,1,0.0295,0.352,2.37e-06,0.114,0.505,120.979,4
45791,0.577,0.0935,7,-22.226,1,0.0351,0.97,0.882,0.112,0.137,113.665,4
45792,0.461,0.768,9,-7.413,1,0.0403,0.00351,0.0779,0.116,0.355,126.323,4
45793,0.553,0.411,9,-10.154,0,0.0306,0.814,9.44e-06,0.0958,0.392,95.554,3
